Sr. No.,State_Name_With_LGD_Code,District_Name_With_LGD_Code,Block_Name_With_LGD_Code,GP_Name_With_LGD_Code,Village,Site_Name,TYPE,SOURCE,Well_ID,Latitude,Longitude,Well_Depth (meters),Aquifer,Pre-monsoon_2015 (meters below ground level),Post-monsoon_2015 (meters below ground level),Pre-monsoon_2016 (meters below ground level),Post-monsoon_2016 (meters below ground level),Pre-monsoon_2017 (meters below ground level),Post-monsoon_2017 (meters below ground level),Pre-monsoon_2018 (meters below ground level),Post-monsoon_2018 (meters below ground level),Pre-monsoon_2019 (meters below ground level),Post-monsoon_2019 (meters below ground level),Pre-monsoon_2020 (meters below ground level),Post-monsoon_2020 (meters below ground level),Pre-monsoon_2021 (meters below ground level),Post-monsoon_2021 (meters below ground level),Pre-monsoon_2022 (meters below ground level),Post-monsoon_2022 (meters below ground level)
5289,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Bela Tal,Bela Tal,Dug Well,CGWB,W251613079344001,25.27028,79.57778,8.51,Unconfined Aquifer,4.22,2.82,6.97,2.07,5.36,6.21,NA,5.01,NA,5.1,5.47,5.86,5.27,5.19,6.26,3.8
5290,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Ajnar,Bijijauri,Dug Well,SGWD,510301,25.19528,79.52333,13.35,Unconfined Aquifer,9.2,9.67,11.3,8.7,10.7,11.1,10.9,11.35,NA,NA,9.75,1.4,9.85,8.4,11.9,8.2
5291,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Kulpahar2,Kulpahar-2,Dug Well,CGWB,W251900079390001,25.31667,79.65,10.2,Unconfined Aquifer,7.1,5.5,6.9,3.8,6.15,6.29,8.92,5.1,7.98,5.57,7.36,7.58,5.9,5.48,7.85,4.14
5292,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Mawaya,Mawaya,Piezometer,SGWD,510308,25.22361,79.55083,10.5,Unconfined Aquifer,4.4,4.35,4,4.9,3.85,4.05,6.15,4.1,NA,NA,5.65,4.25,NA,NA,Dry,Damage
5293,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Ajnar,Ajnar,Dug Well,SGWD,510310,25.27778,79.59444,11.9,Unconfined Aquifer,6.2,6.92,9.75,4.1,5.8,7.25,NA,6.4,9.35,3.3,5.55,5.4,10,6.3,8.55,4.6
5294,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Khadiya,Khadiya,Piezometer,SGWD,510302,25.26944,79.56,23,Unconfined Aquifer,6.15,6.26,8.65,3.5,9.33,6.55,7.75,4.15,7.45,3.29,6.5,6.28,13.74,9.63,12.25,8.97
5295,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Kudai,Kudai,Piezometer,SGWD,510303,25.23778,79.62472,26,Unconfined Aquifer,8.9,8.3,1.35,4.5,7.5,8.3,1.4,7.5,1.5,5.62,7.12,9.21,9.7,7.36,8.72,6.29
5296,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Lewa,Lewa,Piezometer,SGWD,510311,25.18481,79.65938,48,Unconfined Aquifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25,4.49,10.54,3.45
5297,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Saguniya Maf,Saguniya Maf,Piezometer,SGWD,510313,25.17246,79.46302,46,Unconfined Aquifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58,4.51,10.16,6.7
5298,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Jaitpur,Jaitpur,Dug Well,CGWB,W251515079335401,25.25417,79.565,7.5,Unconfined Aquifer,NA,NA,NA,NA,6.27,6.48,NA,6.2,6.95,4.33,6.41,6.03,4.65,6.79,7.08,4.44
5299,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Baghaura_77107,"Baghaura, Kanya Prathmiv Vidhyala",Baghora,Piezometer,Atal Jal,510329,25.15159,79.40523,31.41,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,9.9
5300,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Bamhoauri Khurd_270924,Bamhauri Khurd,Bamhauri Khurd,Piezometer,Atal Jal,510323,25.31724,79.67907,52.75,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.65
5301,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Baura_270919,Baura,Baura,Piezometer,Atal Jal,510321,25.33168,79.5717,45.74,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.65,8.7
5302,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Bihar_77112,Bihar,Bihar,Piezometer,Atal Jal,510324,25.30559,79.54381,52.75,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36,5.85
5303,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Indrahata_77121,Indrhata,Indrhata,Piezometer,Atal Jal,510326,25.14556,79.47527,32.94,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,7.6
5304,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Kamalpura_77125,Kamaalpura,Kamaalpura,Piezometer,Atal Jal,510327,25.29569,79.69582,32.94,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,5.5
5305,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Ladpura_269521,Ladpur,Ragoliya Bujurg,Dug Well,SGWD,510305,25.17378,79.43549,13.05,Unconfined Aquifer,8.8,9.05,10.4,7.2,8.9,9.85,9.1,9.95,NA,NA,9.15,9.1,10.76,7.7,11.85,11.44
5306,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Mauhari_77135,Mauhari,Mauhari,Piezometer,Atal Jal,510328,25.32224,79.7068,36.07,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.26,9.2
5307,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Mudhari_77137,Mudhari,Mudhari,Piezometer,Atal Jal,510318,25.26732,79.62447,52.75,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.27,26.5
5308,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Rajpura_269578,Rajpura,Rajpura,Piezometer,Atal Jal,510325,25.13955,79.52893,26.84,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,7.2
5309,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Rawatpura Khurd_271412,Rawatpura Khurd,Rawatpura Khurd,Piezometer,Atal Jal,510319,25.25866,79.66416,52.75,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,35.9
5310,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Sigaun_77149,Sigon,Sigon,Piezometer,Atal Jal,510330,25.12075,79.40973,37.51,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76,7.23
5311,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Sugira_77151,Sugira,Sugira,Piezometer,Atal Jal,510322,25.34026,79.60855,48.18,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,11.2
5312,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,Thathewara_77153,Thathewra,Thathewra,Piezometer,Atal Jal,510320,25.24799,79.68249,45.13,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,7.2
5313,Uttar Pradesh_9,Mahoba_165,Jaitpur_1357,NA,Pasanabad,Pasanabad,Piezometer,SGWD,510312,25.142,79.493,49,Unconfined Aquifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.84,7.61,10.16,8.25
5314,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Bilkhi,Bahinga,Piezometer,SGWD,510226,25.22122,79.75817,13.7,Unconfined Aquifer,6,6.3,8.5,4,4.9,4,7.6,7.65,NA,NA,6.34,6.76,7.11,4.9,7.4,5.75
5315,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Chhani Kalan,Barbai,Dug Well,SGWD,510228,25.47516,80.01046,11.2,Unconfined Aquifer,7.1,7.5,7.2,6.3,8.9,5.2,8.7,6.05,NA,NA,6.75,6.25,NA,NA,Dry,Dry
5316,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Chhani Kalan,Barbhauli,Piezometer,SGWD,510203,25.46528,80.01,21.6,Unconfined Aquifer,5.45,5.6,7.1,3.1,5.85,2,2.7,1.09,NA,NA,NA,9.15,2.29,1.33,1.77,0.33
5317,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Kaimaha,Kahara,Piezometer,SGWD,510208,25.13444,79.77333,20,Unconfined Aquifer,7.45,8.1,11.45,6.7,8.15,4.6,7.95,5.09,NA,NA,12.79,13.5,9.55,9.2,11.05,6.35
5318,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Karahara Kalan,Karhara Kala,Piezometer,SGWD,510234,25.34073,79.79209,27,Unconfined Aquifer,5.65,5.75,7.9,2.95,6.15,4.85,7.4,5,NA,NA,7.55,6.25,5.97,4.65,7,Dry
5319,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Gugaura,Gugaura,Piezometer,SGWD,510233,25.41598,79.98033,11.2,Unconfined Aquifer,7,7.65,9.1,3.35,8.1,3.9,3.55,3.45,5.28,1.75,2.24,2.7,2.04,3.4,6.6,3.15
5320,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Ladpur,Ladpur,Piezometer,SGWD,510304,25.19427,79.77905,29.9,Unconfined Aquifer,6.9,7.2,8.8,4.12,7.25,5.15,8.3,4.15,8.2,2.5,6.5,7.6,9.37,6.09,9.54,3.22
5321,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Bijanagar,Bijanagar,Piezometer,SGWD,510250,25.29371,79.89247,46,Unconfined Aquifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.43,5.8,7.9,4.6
5322,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Paan Anusandhan,Paan Anusandhan Kendra (DWLR),Piezometer,SGWD,510248,25.26765,79.865,40.5,Unconfined Aquifer,NA,NA,NA,2.75,3.8,2.65,4.5,3.35,5.6,1.25,4.03,2.22,4.24,1.69,2.12,1.68
5323,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Rajkiya Polytechnique,Rajkiya Polytechnique Mahoba (DWLR),Piezometer,SGWD,510249,25.30514,79.85354,40.8,Unconfined Aquifer,NA,NA,NA,3.9,6.32,4.6,7.95,6.8,NA,4.1,7.83,5.67,8.85,4.79,7.4,1.3
5324,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Atrar Maaf_77158,Atrara Maf,Atghar,Piezometer,SGWD,510224,25.13707,79.70916,12,Unconfined Aquifer,7.5,7.75,10.15,3.95,6.3,7,7.25,7.45,NA,NA,7.85,6.75,NA,NA,Dry,Dry
5325,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Barat Pahari_77164,Barat Pahadi,Barat Pahadi,Piezometer,Atal Jal,510259,25.37057,79.89183,61.9,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,44.3
5326,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Bhandara_77166,Bhandra,Bhandra,Piezometer,Atal Jal,510261,25.15784,79.8449,48.18,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,8.2
5327,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Chur Bara_77176,Charwara,Charwara,Piezometer,Atal Jal,510260,25.26327,79.93484,19.21,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,7.45
5328,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Daharra_77177,Daharra,Daharra,Piezometer,Atal Jal,510267,25.34135,79.97018,37.51,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,1.5
5329,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Digaria_77182,Digariya,Digariya,Piezometer,Atal Jal,510262,25.12942,79.82226,49.7,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12.3
5330,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Kali Pahari_77191,Kali Pahari,Kali Pahari,Piezometer,Atal Jal,510255,25.34521,79.92781,46.66,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,2.85
5331,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Kidari_77198,Kidari,Chichara,Piezometer,SGWD,510204,25.32722,79.92722,20.3,Unconfined Aquifer,6.2,6.6,8.6,3.7,5.4,8.2,8.5,7.04,NA,NA,7.2,3.25,5.92,0.73,1.84,0.84
5332,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Luhedi_77202,Luhadi,Luhadi,Piezometer,Atal Jal,510266,25.14477,79.6359,52.75,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,11.2
5333,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Makarbai_77205,Makbarai,Makbarai,Piezometer,Atal Jal,510254,25.35841,79.99896,39.03,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26,2.91
5334,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Paswara_77215,Bija Nagar,Kulli Pahadiya,Piezometer,SGWD,510236,25.28464,79.92701,34.8,Unconfined Aquifer,6.15,6.55,8.5,3.5,6.15,5.05,6.5,4.85,NA,NA,6.25,5.45,NA,NA,Dry,Dry
5335,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Pipra Maaf_77217,"Pipra Maafi, Junior High school",Pipra Maafi,Piezometer,Atal Jal,510265,25.14655,79.66612,36.64,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,4.15
5336,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Raipura Khurd_77219,Raipura Khurd,Raipura Khurd,Piezometer,Atal Jal,510258,25.39044,79.89564,45.13,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,3.5
5337,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Ratauli_77221,Ratauli,Ratauli,Piezometer,Atal Jal,510256,25.31172,79.98968,39.03,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,3.6
5338,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Sijaria_77226,Sijariya,Sijariya,Piezometer,Atal Jal,510263,25.10314,79.83971,35.99,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,3.95
5339,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Sukaora_77232,Su Kaura,Sukaura,Piezometer,SGWD,510241,25.4,80.08306,14.4,Unconfined Aquifer,4.1,4.6,7.8,3.1,6.72,1.2,1.3,1.02,NA,NA,1.67,2.55,1.7,10.15,Dry,Damage
5340,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Sukaora_77232,Nahdaura,Nahdaura,Dug Well,SGWD,510213,25.419,80.044,12.5,Unconfined Aquifer,6.9,8.3,NA,6.2,5.6,6.1,1,6.7,9.8,5.12,8.95,9.4,10.39,2.6,4.55,4.84
5341,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Tika Mau_77235,Tika Mau,Tika Mau,Piezometer,Atal Jal,510257,25.32405,79.94938,42.08,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,0.7
5342,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,Urwara_77237,Urwara,Urwara,Piezometer,Atal Jal,510264,25.17593,79.73494,49.7,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76,7.34
5343,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Kulkuanwa,Kulkuanwa,Piezometer,SGWD,510211,25.492,80.123,18,Unconfined Aquifer,6.4,6.45,9.35,3.95,6.2,5.75,9.3,9.8,1.85,7.8,1.46,11.5,12.84,7.6,Dry,Damage
5344,Uttar Pradesh_9,Mahoba_165,Kabrai_1358,NA,Nuriya,Nuriya,Piezometer,SGWD,510245,25.196,79.771,15,Unconfined Aquifer,7.45,7.2,9.6,4,7.7,8.6,8.45,8.5,6.7,6.96,7.27,4.06,6.53,3.61,6.13,2.68
5345,Uttar Pradesh_9,Mahoba_165,Panwari_1359,NA,Baidaun,Chatesar,Piezometer,SGWD,510112,25.41194,79.41472,16.15,Unconfined Aquifer,10.45,11.2,11.15,7.75,11.48,11.45,14.2,11.05,NA,NA,11.45,11.95,13.29,10.05,11.95,5.3
5346,Uttar Pradesh_9,Mahoba_165,Panwari_1359,NA,Didwara,Didwara,Piezometer,SGWD,510121,25.37517,79.46848,43,Unconfined Aquifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.65,24.24,26.23,20.08
5347,Uttar Pradesh_9,Mahoba_165,Panwari_1359,NA,Chatesar,Chatesar,Piezometer,CGWB,W252458079293701,25.41611,79.49361,50,Unconfined Aquifer,NA,NA,NA,NA,10.18,11.75,NA,NA,14.25,11,10.84,12.11,14.7,9.75,10.85,9.49
5348,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Alipura_266879,Alipura,Alipura,Piezometer,Atal Jal,510131,25.44062,79.49416,26.84,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,5.9
5349,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Bahadurpur Kalan_77243,Bahadurpur Kala,Bahadurpur Kala,Piezometer,SGWD,510110,25.38365,79.46035,30.6,Unconfined Aquifer,27,7.6,18.8,11.9,19.25,19.65,23.15,20.25,23,19.1,22.58,22.94,24.61,21.38,19.63,13.85
5350,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Barenda Bujurg_266916,Barendra Bujurg,Barendra Bujurg,Piezometer,Atal Jal,510123,25.29151,79.35387,51.23,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,6.7
5351,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Devganpura_77253,Devganpura,Lodhipura,Piezometer,SGWD,510114,25.40639,79.46444,16.85,Unconfined Aquifer,10.9,9.55,9.65,5.1,9.65,10.3,11,10.15,NA,NA,10.95,10.05,NA,NA,Dry,Damage
5352,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Devganpura_77253,Devganpura,Devganpura,Piezometer,SGWD,510113,25.4086,79.46989,20,Unconfined Aquifer,14.9,14.3,15.5,6.9,16.7,11.35,19.35,16.8,19.3,16.17,17.83,17.91,19.21,16.68,Dry,6.56
5353,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Jakha_77261,"Jakha, Primary School",Jakha,Piezometer,Atal Jal,510130,25.47152,79.46635,29.89,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,7.3
5354,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Kashipura_77263,Kashipura,Kashipura,Dug Well,CGWB,W252112079180501,25.35333,79.30139,19.62,Unconfined Aquifer,8.02,5.38,8.38,4.88,6.64,5.29,10.2,12.03,7.19,10.24,7.94,4.59,7.08,5.89,7.27,4.56
5355,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Kashipura_77263,Kashipura,Kashipura,Piezometer,Atal Jal,510128,25.35817,79.30168,43.61,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,4.6
5356,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Khairau Kalan_266940,Kheron Kalan,Kheron Kalan,Piezometer,Atal Jal,510125,25.34077,79.37624,37.51,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,6.8
5357,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Luhargawn_77272,Loahargaaon,Loahargaaon,Piezometer,Atal Jal,510129,25.39902,79.36231,26.68,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82,7.2
5358,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Panwari_77283,Panwari,Ruri Kala,Dug Well,SGWD,510108,25.42806,79.46833,12.4,Unconfined Aquifer,6.23,7.58,8.63,2.63,9.73,9.09,9.6,7.93,NA,NA,1.5,NA,10.35,9.38,Dry,3.93
5359,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Taiya_77293,Teiya,Teiya1,Dug Well,CGWB,W251852079211802,25.31444,79.355,11.6,Unconfined Aquifer,6.1,3.95,7.15,2.75,8.31,9.2,NA,4,NA,2.62,6.9,7.64,9.65,5.94,8.59,3.08
5360,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Taiya_77293,Teiya,Teiya,Dug Well,SGWD,510109,25.31419,79.36714,10.24,Unconfined Aquifer,4.6,6.9,8.9,3.05,NA,NA,NA,NA,NA,2.1,6.65,NA,NA,5.27,DRY,3.4
5361,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Telipahari_77294,"Telipahari, Composite School",Telipahari,Piezometer,Atal Jal,510127,25.31143,79.38122,46.66,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10.94
5362,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Tikariya_77295,Tikariya,Tikariya,Piezometer,Atal Jal,510126,25.35816,79.37248,23.79,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,5.6
5363,Uttar Pradesh_9,Mahoba_165,Panwari_1359,Umrai_77298,Umrai,Umrai,Piezometer,Atal Jal,510124,25.33584,79.3675,25.31,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8.9
5364,Uttar Pradesh_9,Mahoba_165,Panwari_1359,NA,Mahobkanth,Mahobkanth,Piezometer,SGWD,510118,25.34417,79.48722,18,Unconfined Aquifer,7.3,NA,8.55,5,7.5,7.8,9.9,6.15,9.65,4.1,6.92,NA,11.65,7.55,9.45,4.3
5365,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,NA,Fafunda P,Fafunda P,Piezometer,SGWD,550402,28.85199,77.73829,60,Unconfined Aquifer,17.44,17.5,18.5,18.55,NA,19.45,19.5,19.75,19.68,20.21,20,21.32,21.34,20.52,20.22,16.58
5366,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Aad_79004,Amheda Adipur,Aad,Piezometer,Atal Jal,550434,28.86582,77.78925,47,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,21.4
5367,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Ajrara_79005,Ajrara,Atrada Pi,Piezometer,SGWD,550401,28.8425,77.82056,60,Unconfined Aquifer,16.74,17.14,17.81,18.14,19.33,19.55,19.65,20.39,NA,NA,24.43,25,19.57,21.8,21.3,22.91
5368,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Ataula_79006,Badhauli,Ataula,Piezometer,Atal Jal,550432,28.81323,77.83032,48,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39,21.9
5369,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Badholi_79008,Badholi,Kharkhoda Block,Piezometer,SGWD,550407,28.82869,77.79167,60,Unconfined Aquifer,17.6,17.71,18.98,19.15,19.53,19.97,20.28,20.43,NA,NA,19.58,19.84,22.05,21.82,21.12,22.28
5370,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Badholi_79008,Aad,Badhauli,Piezometer,Atal Jal,550433,28.83264,77.79044,51,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,19.28
5371,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Chhattri_79011,Peepli Khera,Chhattari,Piezometer,Atal Jal,550427,28.83699,77.77047,42,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.64,23.15
5372,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Dhir Khera_79012,Jasori,Dhir Khera,Piezometer,Atal Jal,550429,28.76987,77.77444,44,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,21.5
5373,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Govindpur_264089,Ataula,Govindpur,Piezometer,Atal Jal,550431,28.85731,77.7708,48,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.45,22.28
5374,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Govindpur_264089,Nagar Panchayat,Janta Inter College,Piezometer,SGWD,550415,28.85417,77.7625,60,Unconfined Aquifer,NA,NA,NA,19.3,20.05,19.65,20.3,21.48,21.2,20.9,21.24,22.26,22.29,21.71,21.04,25.1
5375,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Govindpur_264089,Nagar Panchayat,Janta Inter College,Piezometer,SGWD,520416P,28.85417,77.7625,250,Unconfined Aquifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,22.65,21.98,22.2,21.01
5376,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Govindpur_264089,Nagar Panchayat,Janta Inter College,Piezometer,SGWD,520417P,28.85417,77.7625,153,Unconfined Aquifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.07,21.62,21.71,20.5,20.6
5377,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Govindpur_264089,Nagar Panchayat,Janta Inter College,Piezometer,SGWD,520418P,28.85417,77.7625,58,Unconfined Aquifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,21.92,NA,21.43,25.7
5378,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Jasori_79015,Govindpur,Jisora,Piezometer,Atal Jal,550430,28.84522,77.83934,42,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,22.28
5379,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Kaili_79016,Kaili,Rajpura,Piezometer,SGWD,550411,28.78427,77.75602,60,Unconfined Aquifer,16.03,16.3,17.05,17.17,18.3,18.3,18.7,18.7,NA,NA,19.75,19.9,20.36,20.25,20.16,20.6
5380,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Kaili_79016,Kaul,Kaili,Piezometer,Atal Jal,550423,28.78936,77.7591,42,Unconfined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.07,19.45
5381,Uttar Pradesh_9,Meerut_169,Kharkhoda_1391,Kaili_79016,Kaili,Kaili,Piezometer,CGWB,W284725077453501,28.79028,77.75972,66,Unconfined Aquifer,17.78,17.6,19.02,19.1,19.55,18.88,19.7,20.45,20.28,19.91,NA,20.78,20.91,21.71,22.31,21.8
